tss_id,chromosome,coordinate,strand,sigma_factor,resolution,data_source,pubmed_references
BSGatlas-TSS-370,basu168,501517,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-371,basu168,504658,+,A,22,Nicolas et al.,
BSGatlas-TSS-372,basu168,505114,+,A,22,Nicolas et al.,
BSGatlas-TSS-373,basu168,506672,-,A,22,Nicolas et al.,
BSGatlas-TSS-374,basu168,506836,+,E,22,Nicolas et al.,
BSGatlas-TSS-375,basu168,507127,+,W,22,Nicolas et al.,
BSGatlas-TSS-376,basu168,508090,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-377,basu168,508109,-,A,22,Nicolas et al.,
BSGatlas-TSS-378,basu168,510818,+,F,22,Nicolas et al.,
BSGatlas-TSS-379,basu168,510862,+,A,22,Nicolas et al.,
BSGatlas-TSS-380,basu168,511038,+,A,22,Nicolas et al.,
BSGatlas-TSS-3398,basu168,512756,+,W,22,Nicolas et al.,
BSGatlas-TSS-381,basu168,512787,+,W,0,DBTBS,"9987136,12207695,17962296"
BSGatlas-TSS-382,basu168,515108,+,A,22,Nicolas et al.,
BSGatlas-TSS-383,basu168,515649,-,A,0,DBTBS,"12662922,17962296"
BSGatlas-TSS-384,basu168,516115,+,E,0,DBTBS,"12480901,12662922,17962296"
BSGatlas-TSS-385,basu168,517330,+,A,22,Nicolas et al.,
BSGatlas-TSS-386,basu168,518496,+,E,22,Nicolas et al.,
BSGatlas-TSS-387,basu168,518591,+,A,22,Nicolas et al.,
BSGatlas-TSS-388,basu168,519362,+,A,0,DBTBS,8002610
BSGatlas-TSS-389,basu168,519559,-,D,22,Nicolas et al.,
BSGatlas-TSS-390,basu168,520160,-,B,22,Nicolas et al.,
BSGatlas-TSS-391,basu168,520765,-,K,22,Nicolas et al.,
BSGatlas-TSS-392,basu168,522056,+,B,0,DBTBS,"2170324,8253681,8012595"
BSGatlas-TSS-393,basu168,524326,+,A,22,Nicolas et al.,
BSGatlas-TSS-394,basu168,524788,+,A,22,Nicolas et al.,
BSGatlas-TSS-395,basu168,525697,+,A,22,Nicolas et al.,
BSGatlas-TSS-396,basu168,527912,+,A,22,Nicolas et al.,
BSGatlas-TSS-397,basu168,528082,-,K,22,Nicolas et al.,
BSGatlas-TSS-398,basu168,528616,+,A,22,Nicolas et al.,
BSGatlas-TSS-399,basu168,531554,-,A,22,Nicolas et al.,
BSGatlas-TSS-400,basu168,531740,+,A,22,Nicolas et al.,
BSGatlas-TSS-401,basu168,532604,+,A,22,Nicolas et al.,
BSGatlas-TSS-402,basu168,532652,-,A,22,Nicolas et al.,
BSGatlas-TSS-403,basu168,536172,-,A,22,Nicolas et al.,
BSGatlas-TSS-404,basu168,537526,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-405,basu168,545564,+,A,22,Nicolas et al.,
BSGatlas-TSS-406,basu168,547029,-,A,22,Nicolas et al.,
BSGatlas-TSS-407,basu168,548192,+,D,22,Nicolas et al.,
BSGatlas-TSS-408,basu168,548334,+,A,0,DBTBS,11466295
BSGatlas-TSS-409,basu168,548395,+,F,0,DBTBS,11466295
BSGatlas-TSS-410,basu168,550948,-,A,22,Nicolas et al.,
BSGatlas-TSS-411,basu168,551073,+,A,22,Nicolas et al.,
BSGatlas-TSS-412,basu168,553661,+,A,22,Nicolas et al.,
BSGatlas-TSS-414,basu168,557818,+,A,22,Nicolas et al.,
BSGatlas-TSS-415,basu168,559146,+,A,22,Nicolas et al.,
BSGatlas-TSS-416,basu168,560664,-,A,22,Nicolas et al.,
BSGatlas-TSS-417,basu168,562523,-,A,22,Nicolas et al.,
BSGatlas-TSS-418,basu168,564591,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-419,basu168,564674,+,A,22,Nicolas et al.,
BSGatlas-TSS-420,basu168,567540,+,A,22,Nicolas et al.,
BSGatlas-TSS-421,basu168,568211,+,A,22,Nicolas et al.,
BSGatlas-TSS-422,basu168,569091,+,A,22,Nicolas et al.,
BSGatlas-TSS-423,basu168,570005,-,A,22,Nicolas et al.,
BSGatlas-TSS-424,basu168,571313,+,A,22,Nicolas et al.,
BSGatlas-TSS-425,basu168,571323,-,A,22,Nicolas et al.,
BSGatlas-TSS-426,basu168,572940,+,A,22,Nicolas et al.,
BSGatlas-TSS-427,basu168,574469,-,A,22,Nicolas et al.,
BSGatlas-TSS-428,basu168,574656,+,A,22,Nicolas et al.,
BSGatlas-TSS-429,basu168,576165,-,A,22,Nicolas et al.,
BSGatlas-TSS-430,basu168,576175,+,A,22,Nicolas et al.,
BSGatlas-TSS-431,basu168,578287,+,A,22,Nicolas et al.,
BSGatlas-TSS-432,basu168,579354,+,A,22,Nicolas et al.,
BSGatlas-TSS-433,basu168,581676,+,H,22,Nicolas et al.,
BSGatlas-TSS-434,basu168,585821,-,A,22,Nicolas et al.,
BSGatlas-TSS-435,basu168,585834,+,A,22,Nicolas et al.,
BSGatlas-TSS-436,basu168,587118,-,A,22,Nicolas et al.,
BSGatlas-TSS-437,basu168,587461,+,A,22,Nicolas et al.,
BSGatlas-TSS-438,basu168,589649,-,A,22,Nicolas et al.,
BSGatlas-TSS-439,basu168,589681,+,A,0,DBTBS,"15941986,17962296"
BSGatlas-TSS-440,basu168,589727,+,E,22,Nicolas et al.,
BSGatlas-TSS-441,basu168,590793,-,E,22,Nicolas et al.,
BSGatlas-TSS-442,basu168,591926,+,A,22,Nicolas et al.,
BSGatlas-TSS-443,basu168,593301,-,A,22,Nicolas et al.,
BSGatlas-TSS-444,basu168,594123,-,A,0,DBTBS,"10200972,17962296"
BSGatlas-TSS-445,basu168,595040,-,A,22,Nicolas et al.,
BSGatlas-TSS-446,basu168,596093,-,A,22,Nicolas et al.,
BSGatlas-TSS-447,basu168,596320,+,A,0,BsubCyc,"17725564,17962296"
BSGatlas-TSS-448,basu168,596833,+,B,22,Nicolas et al.,
BSGatlas-TSS-449,basu168,596860,+,B,0,DBTBS,"11532142,17962296"
BSGatlas-TSS-450,basu168,598065,+,K,22,Nicolas et al.,
BSGatlas-TSS-451,basu168,598659,+,A,22,Nicolas et al.,
BSGatlas-TSS-452,basu168,599187,+,F,22,Nicolas et al.,
BSGatlas-TSS-453,basu168,600143,-,K,22,Nicolas et al.,
BSGatlas-TSS-454,basu168,600872,-,F,0,DBTBS,16497325
BSGatlas-TSS-455,basu168,600956,+,F,0,DBTBS,"16497325,17962296"
BSGatlas-TSS-456,basu168,602739,-,K,22,Nicolas et al.,
BSGatlas-TSS-457,basu168,602963,+,A,22,Nicolas et al.,
BSGatlas-TSS-458,basu168,606451,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-459,basu168,606615,-,A,22,Nicolas et al.,
BSGatlas-TSS-460,basu168,608140,-,A,22,Nicolas et al.,
BSGatlas-TSS-461,basu168,608809,-,A,22,Nicolas et al.,
BSGatlas-TSS-462,basu168,608886,+,A,22,Nicolas et al.,
BSGatlas-TSS-463,basu168,613337,-,A,22,Nicolas et al.,
BSGatlas-TSS-464,basu168,613552,+,A,22,Nicolas et al.,
BSGatlas-TSS-465,basu168,615761,-,A,22,Nicolas et al.,
BSGatlas-TSS-466,basu168,615818,+,A,22,Nicolas et al.,
BSGatlas-TSS-467,basu168,616631,+,E,22,Nicolas et al.,
BSGatlas-TSS-468,basu168,618045,+,A,0,BsubCyc,20639339
BSGatlas-TSS-469,basu168,621522,-,Unknown,0,DBTBS,"1766385,16030210,16291680,17962296"
BSGatlas-TSS-470,basu168,621604,-,E,0,DBTBS,"1766385,16030210,17962296"
BSGatlas-TSS-471,basu168,621713,+,A,22,Nicolas et al.,
BSGatlas-TSS-472,basu168,622988,+,A,22,Nicolas et al.,
BSGatlas-TSS-473,basu168,623329,-,A,22,Nicolas et al.,
BSGatlas-TSS-474,basu168,624406,+,B,22,Nicolas et al.,
BSGatlas-TSS-475,basu168,624462,+,A,22,Nicolas et al.,
BSGatlas-TSS-476,basu168,626470,-,A,22,Nicolas et al.,
BSGatlas-TSS-477,basu168,626591,+,A,0,BsubCyc,"18223082,17962296"
BSGatlas-TSS-478,basu168,630116,+,A,22,Nicolas et al.,
BSGatlas-TSS-479,basu168,634817,-,F,22,Nicolas et al.,
BSGatlas-TSS-480,basu168,634920,+,A,22,Nicolas et al.,
BSGatlas-TSS-481,basu168,634978,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-482,basu168,635022,+,A,22,Nicolas et al.,
BSGatlas-TSS-483,basu168,640606,+,A,22,Nicolas et al.,
BSGatlas-TSS-484,basu168,646218,+,A,22,Nicolas et al.,
BSGatlas-TSS-485,basu168,646411,+,A,22,Nicolas et al.,
BSGatlas-TSS-486,basu168,646488,-,A,22,Nicolas et al.,
BSGatlas-TSS-487,basu168,647628,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-488,basu168,649344,+,E,22,Nicolas et al.,
BSGatlas-TSS-489,basu168,649696,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-490,basu168,649721,-,A,22,Nicolas et al.,
BSGatlas-TSS-491,basu168,649837,+,A,0,DBTBS,"1350776,17962296"
BSGatlas-TSS-492,basu168,655138,+,A,22,Nicolas et al.,
BSGatlas-TSS-493,basu168,658492,+,A,22,Nicolas et al.,
BSGatlas-TSS-494,basu168,659341,-,A,22,Nicolas et al.,
BSGatlas-TSS-495,basu168,659558,-,A,22,Nicolas et al.,
BSGatlas-TSS-496,basu168,659560,+,A,22,Nicolas et al.,
BSGatlas-TSS-497,basu168,667304,-,A,22,Nicolas et al.,
BSGatlas-TSS-498,basu168,667402,+,A,0,DBTBS,"8195086,17962296"
BSGatlas-TSS-499,basu168,670045,+,A,22,Nicolas et al.,
BSGatlas-TSS-500,basu168,671209,+,W,0,DBTBS,"11454200,11866510,12207695,17962296"
BSGatlas-TSS-501,basu168,675907,-,B,22,Nicolas et al.,
BSGatlas-TSS-502,basu168,676154,+,A,0,DBTBS,"11807058,17962296"
BSGatlas-TSS-503,basu168,678515,+,K,22,Nicolas et al.,
BSGatlas-TSS-504,basu168,679052,+,A,22,Nicolas et al.,
BSGatlas-TSS-505,basu168,679246,-,A,22,Nicolas et al.,
BSGatlas-TSS-506,basu168,679351,+,A,22,Nicolas et al.,
BSGatlas-TSS-507,basu168,681508,-,A,22,Nicolas et al.,
BSGatlas-TSS-508,basu168,682211,+,K,22,Nicolas et al.,
BSGatlas-TSS-509,basu168,683237,-,E,22,Nicolas et al.,
BSGatlas-TSS-510,basu168,683390,-,W,0,DBTBS,"9987136,12207695,17962296"
BSGatlas-TSS-511,basu168,685038,-,K,0,DBTBS,"3135411,17962296"
BSGatlas-TSS-512,basu168,686596,-,A,0,DBTBS,"8951816,17962296"
BSGatlas-TSS-513,basu168,686608,-,A,0,DBTBS,"8951816,17962296"
BSGatlas-TSS-514,basu168,686919,+,A,22,Nicolas et al.,
BSGatlas-TSS-515,basu168,688138,+,A,22,Nicolas et al.,
BSGatlas-TSS-516,basu168,692609,+,A,0,DBTBS,"1312531,17962296"
BSGatlas-TSS-517,basu168,694418,+,A,22,Nicolas et al.,
BSGatlas-TSS-518,basu168,696054,+,W,22,Nicolas et al.,
BSGatlas-TSS-519,basu168,697093,+,A,22,Nicolas et al.,
BSGatlas-TSS-520,basu168,697399,+,B,22,Nicolas et al.,
BSGatlas-TSS-521,basu168,697487,+,A,22,Nicolas et al.,
BSGatlas-TSS-522,basu168,698370,+,A,0,DBTBS,"3036807,17962296"
BSGatlas-TSS-523,basu168,700558,-,A,22,Nicolas et al.,
BSGatlas-TSS-524,basu168,708029,+,L,22,Nicolas et al.,
BSGatlas-TSS-525,basu168,708303,-,E,22,Nicolas et al.,
BSGatlas-TSS-526,basu168,711954,-,A,22,Nicolas et al.,
BSGatlas-TSS-527,basu168,713619,+,A,22,Nicolas et al.,
BSGatlas-TSS-528,basu168,713956,-,F,22,Nicolas et al.,
BSGatlas-TSS-529,basu168,715398,+,A,22,Nicolas et al.,
BSGatlas-TSS-530,basu168,718390,-,B,22,Nicolas et al.,
BSGatlas-TSS-531,basu168,718571,+,A,22,Nicolas et al.,
BSGatlas-TSS-532,basu168,723834,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-533,basu168,724870,+,A,22,Nicolas et al.,
BSGatlas-TSS-534,basu168,725044,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-535,basu168,726774,-,E,22,Nicolas et al.,
BSGatlas-TSS-536,basu168,727706,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-537,basu168,728431,-,A,0,DBTBS,"11902719,9701821,17962296"
BSGatlas-TSS-538,basu168,728444,-,B,0,DBTBS,"11902719,9701821,17962296"
BSGatlas-TSS-539,basu168,728598,+,A,22,Nicolas et al.,
BSGatlas-TSS-540,basu168,732646,+,E,22,Nicolas et al.,
BSGatlas-TSS-541,basu168,732898,+,A,22,Nicolas et al.,
BSGatlas-TSS-542,basu168,732905,-,A,22,Nicolas et al.,
BSGatlas-TSS-543,basu168,736378,+,A,22,Nicolas et al.,
BSGatlas-TSS-544,basu168,743194,-,W,22,Nicolas et al.,
BSGatlas-TSS-545,basu168,747928,-,A,22,Nicolas et al.,
BSGatlas-TSS-546,basu168,749600,-,A,22,Nicolas et al.,
BSGatlas-TSS-547,basu168,750928,+,A,0,DBTBS,"16553878,17962296"
BSGatlas-TSS-548,basu168,752359,+,A,22,Nicolas et al.,
BSGatlas-TSS-549,basu168,753020,+,A,22,Nicolas et al.,
BSGatlas-TSS-550,basu168,753226,+,K,22,Nicolas et al.,
BSGatlas-TSS-551,basu168,753250,-,E,22,Nicolas et al.,
BSGatlas-TSS-552,basu168,753790,+,A,22,Nicolas et al.,
BSGatlas-TSS-553,basu168,755877,+,E,0,DBTBS,"7768848,17962296"
BSGatlas-TSS-554,basu168,755890,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-555,basu168,757067,+,A,22,Nicolas et al.,
BSGatlas-TSS-556,basu168,758046,+,H,22,Nicolas et al.,
BSGatlas-TSS-557,basu168,761622,+,A,22,Nicolas et al.,
BSGatlas-TSS-558,basu168,770334,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-559,basu168,770872,-,K,22,Nicolas et al.,
BSGatlas-TSS-560,basu168,778169,-,E,22,Nicolas et al.,
BSGatlas-TSS-561,basu168,781432,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-562,basu168,782720,+,E,22,Nicolas et al.,
BSGatlas-TSS-563,basu168,785465,-,A,0,BsubCyc,21873409
BSGatlas-TSS-564,basu168,785942,-,A,22,Nicolas et al.,
BSGatlas-TSS-565,basu168,786536,-,K,22,Nicolas et al.,
BSGatlas-TSS-566,basu168,786640,+,A,22,Nicolas et al.,
BSGatlas-TSS-567,basu168,787660,+,A,22,Nicolas et al.,
BSGatlas-TSS-568,basu168,787948,+,A,22,Nicolas et al.,
BSGatlas-TSS-569,basu168,790188,-,A,22,Nicolas et al.,
BSGatlas-TSS-570,basu168,792589,-,A,22,Nicolas et al.,
BSGatlas-TSS-571,basu168,792642,+,B,22,Nicolas et al.,
BSGatlas-TSS-572,basu168,795959,+,E,22,Nicolas et al.,
BSGatlas-TSS-573,basu168,796008,+,A,22,Nicolas et al.,
BSGatlas-TSS-574,basu168,798360,+,K,0,DBTBS,"15383836,17962296"
BSGatlas-TSS-575,basu168,801046,+,K,22,Nicolas et al.,
BSGatlas-TSS-576,basu168,801209,+,E,0,DBTBS,15383836
BSGatlas-TSS-577,basu168,801926,+,A,22,Nicolas et al.,
BSGatlas-TSS-578,basu168,804593,-,A,22,Nicolas et al.,
BSGatlas-TSS-579,basu168,805410,-,A,22,Nicolas et al.,
BSGatlas-TSS-580,basu168,806907,-,A,22,Nicolas et al.,
BSGatlas-TSS-581,basu168,807024,+,D,22,Nicolas et al.,
BSGatlas-TSS-582,basu168,807898,-,K,22,Nicolas et al.,
BSGatlas-TSS-583,basu168,809516,+,A,22,Nicolas et al.,
BSGatlas-TSS-584,basu168,811518,+,A,22,Nicolas et al.,
BSGatlas-TSS-585,basu168,811660,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-586,basu168,812116,+,A,0,DBTBS,"14663075,17962296"
BSGatlas-TSS-587,basu168,815808,+,F,22,Nicolas et al.,
BSGatlas-TSS-588,basu168,815994,-,A,22,Nicolas et al.,
BSGatlas-TSS-589,basu168,816072,+,A,22,Nicolas et al.,
BSGatlas-TSS-590,basu168,818854,-,A,22,Nicolas et al.,
BSGatlas-TSS-591,basu168,818976,+,A,22,Nicolas et al.,
BSGatlas-TSS-592,basu168,820575,-,A,22,Nicolas et al.,
BSGatlas-TSS-593,basu168,820648,+,A,22,Nicolas et al.,
BSGatlas-TSS-594,basu168,822826,+,E,22,Nicolas et al.,
BSGatlas-TSS-595,basu168,824315,-,A,22,Nicolas et al.,
BSGatlas-TSS-596,basu168,825806,-,A,22,Nicolas et al.,
BSGatlas-TSS-597,basu168,826093,+,E,22,Nicolas et al.,
BSGatlas-TSS-598,basu168,826720,+,A,22,Nicolas et al.,
BSGatlas-TSS-599,basu168,826783,-,A,22,Nicolas et al.,
BSGatlas-TSS-600,basu168,827324,-,A,22,Nicolas et al.,
BSGatlas-TSS-601,basu168,827412,+,B,22,Nicolas et al.,
BSGatlas-TSS-602,basu168,827925,+,A,22,Nicolas et al.,
BSGatlas-TSS-603,basu168,829334,+,A,22,Nicolas et al.,
BSGatlas-TSS-604,basu168,830920,+,A,22,Nicolas et al.,
BSGatlas-TSS-605,basu168,834312,+,A,0,DBTBS,"10972810,17962296"
BSGatlas-TSS-606,basu168,835702,+,F,22,Nicolas et al.,
BSGatlas-TSS-607,basu168,836620,+,A,22,Nicolas et al.,
BSGatlas-TSS-608,basu168,838038,-,A,22,Nicolas et al.,
BSGatlas-TSS-609,basu168,839051,-,E,22,Nicolas et al.,
BSGatlas-TSS-610,basu168,839063,+,E,22,Nicolas et al.,
BSGatlas-TSS-611,basu168,840515,-,A,0,DBTBS,"16207374,17962296"
BSGatlas-TSS-612,basu168,840626,+,A,0,BsubCyc,23667565
BSGatlas-TSS-613,basu168,841664,-,K,22,Nicolas et al.,
BSGatlas-TSS-614,basu168,843132,+,B,22,Nicolas et al.,
BSGatlas-TSS-615,basu168,844071,-,A,22,Nicolas et al.,
BSGatlas-TSS-616,basu168,844212,+,A,22,Nicolas et al.,
BSGatlas-TSS-617,basu168,844608,-,E,22,Nicolas et al.,
BSGatlas-TSS-618,basu168,844748,+,B,0,DBTBS,"10482513,17962296"
BSGatlas-TSS-619,basu168,844837,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-620,basu168,850227,-,F,22,Nicolas et al.,
BSGatlas-TSS-621,basu168,850321,+,A,0,DBTBS,"8755887,17962296"
BSGatlas-TSS-622,basu168,850425,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-623,basu168,852163,-,W,22,Nicolas et al.,
BSGatlas-TSS-624,basu168,853531,+,A,22,Nicolas et al.,
BSGatlas-TSS-625,basu168,854375,+,A,22,Nicolas et al.,
BSGatlas-TSS-626,basu168,859552,-,A,22,Nicolas et al.,
BSGatlas-TSS-627,basu168,859702,+,B,22,Nicolas et al.,
BSGatlas-TSS-628,basu168,861847,-,A,22,Nicolas et al.,
BSGatlas-TSS-629,basu168,861953,+,A,0,DBTBS,"11532142,17962296"
BSGatlas-TSS-630,basu168,861992,+,B,0,DBTBS,"11532142,17962296"
BSGatlas-TSS-631,basu168,863681,+,F,22,Nicolas et al.,
BSGatlas-TSS-632,basu168,864500,+,B,22,Nicolas et al.,
BSGatlas-TSS-633,basu168,865077,-,A,22,Nicolas et al.,
BSGatlas-TSS-634,basu168,865155,+,E,22,Nicolas et al.,
BSGatlas-TSS-635,basu168,866299,+,F,22,Nicolas et al.,
BSGatlas-TSS-636,basu168,869187,-,A,22,Nicolas et al.,
BSGatlas-TSS-637,basu168,869247,+,A,22,Nicolas et al.,
BSGatlas-TSS-638,basu168,869513,+,F,22,Nicolas et al.,
BSGatlas-TSS-639,basu168,871282,-,A,22,Nicolas et al.,
BSGatlas-TSS-640,basu168,872320,-,A,22,Nicolas et al.,
BSGatlas-TSS-641,basu168,872394,+,A,22,Nicolas et al.,
BSGatlas-TSS-642,basu168,875137,+,A,22,Nicolas et al.,
BSGatlas-TSS-643,basu168,875660,-,A,22,Nicolas et al.,
BSGatlas-TSS-644,basu168,876178,+,A,22,Nicolas et al.,
BSGatlas-TSS-645,basu168,877564,+,A,22,Nicolas et al.,
BSGatlas-TSS-646,basu168,878974,+,L,0,DBTBS,"11274109,17962296"
BSGatlas-TSS-647,basu168,883717,+,A,22,Nicolas et al.,
BSGatlas-TSS-648,basu168,885613,+,F,0,DBTBS,10333516
BSGatlas-TSS-649,basu168,887211,+,E,22,Nicolas et al.,
BSGatlas-TSS-650,basu168,889747,-,A,22,Nicolas et al.,
BSGatlas-TSS-651,basu168,889996,+,A,0,DBTBS,"11489864,17962296"
BSGatlas-TSS-652,basu168,891402,+,A,22,Nicolas et al.,
BSGatlas-TSS-653,basu168,891610,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-654,basu168,893857,+,A,22,Nicolas et al.,
BSGatlas-TSS-655,basu168,897540,+,A,22,Nicolas et al.,
BSGatlas-TSS-656,basu168,899860,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-657,basu168,903786,+,A,22,Nicolas et al.,
BSGatlas-TSS-658,basu168,908100,+,E,22,Nicolas et al.,
BSGatlas-TSS-659,basu168,909826,-,A,22,Nicolas et al.,
BSGatlas-TSS-660,basu168,909975,+,A,22,Nicolas et al.,
BSGatlas-TSS-661,basu168,910795,+,A,22,Nicolas et al.,
BSGatlas-TSS-662,basu168,911718,-,K,22,Nicolas et al.,
BSGatlas-TSS-663,basu168,912620,-,A,22,Nicolas et al.,
BSGatlas-TSS-664,basu168,913852,-,A,22,Nicolas et al.,
BSGatlas-TSS-665,basu168,913884,+,A,22,Nicolas et al.,
BSGatlas-TSS-666,basu168,916052,-,E,22,Nicolas et al.,
BSGatlas-TSS-667,basu168,916647,-,A,22,Nicolas et al.,
BSGatlas-TSS-668,basu168,916721,+,A,22,Nicolas et al.,
BSGatlas-TSS-669,basu168,920382,+,A,22,Nicolas et al.,
BSGatlas-TSS-670,basu168,920387,-,A,22,Nicolas et al.,
BSGatlas-TSS-671,basu168,922575,+,A,22,Nicolas et al.,
BSGatlas-TSS-672,basu168,923542,+,A,22,Nicolas et al.,
BSGatlas-TSS-673,basu168,924433,-,F,22,Nicolas et al.,
BSGatlas-TSS-674,basu168,924609,-,F,22,Nicolas et al.,
BSGatlas-TSS-675,basu168,925460,+,A,22,Nicolas et al.,
BSGatlas-TSS-676,basu168,925580,-,B,22,Nicolas et al.,
BSGatlas-TSS-677,basu168,926843,+,A,22,Nicolas et al.,
BSGatlas-TSS-678,basu168,928316,+,A,22,Nicolas et al.,
BSGatlas-TSS-679,basu168,928317,-,F,0,DBTBS,"10806362,17962296"
BSGatlas-TSS-680,basu168,928757,+,B,22,Nicolas et al.,
BSGatlas-TSS-681,basu168,929390,+,W,0,DBTBS,"9987136,12207695"
BSGatlas-TSS-3399,basu168,930671,+,F,22,Nicolas et al.,
BSGatlas-TSS-682,basu168,930702,-,A,22,Nicolas et al.,
BSGatlas-TSS-683,basu168,930738,+,B,0,DBTBS,"9636707,17962296"
BSGatlas-TSS-684,basu168,930753,+,B,0,DBTBS,"8921856,9636707,17962296"
BSGatlas-TSS-685,basu168,930967,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-686,basu168,934940,+,K,22,Nicolas et al.,
BSGatlas-TSS-687,basu168,935582,+,A,0,DBTBS,10463184
BSGatlas-TSS-688,basu168,935587,-,A,0,DBTBS,10463184
BSGatlas-TSS-689,basu168,936639,+,A,0,DBTBS,10463184
BSGatlas-TSS-690,basu168,936838,+,Unknown,0,DBTBS,10463184
BSGatlas-TSS-691,basu168,936907,+,A,0,DBTBS,10463184
BSGatlas-TSS-692,basu168,937023,-,E,0,DBTBS,"10463184,17962296"
BSGatlas-TSS-693,basu168,937885,+,F,0,DBTBS,"1900507,2468649,2497051"
BSGatlas-TSS-694,basu168,937898,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-695,basu168,938271,+,H,22,Nicolas et al.,
BSGatlas-TSS-696,basu168,938656,+,A,22,Nicolas et al.,
BSGatlas-TSS-697,basu168,942327,-,A,22,Nicolas et al.,
BSGatlas-TSS-698,basu168,943785,-,A,22,Nicolas et al.,
BSGatlas-TSS-699,basu168,943852,+,A,22,Nicolas et al.,
BSGatlas-TSS-700,basu168,944440,+,A,0,DBTBS,"12029044,17962296"
BSGatlas-TSS-702,basu168,945324,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-703,basu168,945334,-,A,22,Nicolas et al.,
BSGatlas-TSS-704,basu168,945417,+,A,22,Nicolas et al.,
BSGatlas-TSS-705,basu168,946424,+,A,0,BsubCyc,"1981762,17962296"
BSGatlas-TSS-706,basu168,946521,+,A,0,BsubCyc,"1981762,17962296"
BSGatlas-TSS-707,basu168,951442,+,A,0,DBTBS,3139657
BSGatlas-TSS-708,basu168,953185,+,A,0,DBTBS,3139657
BSGatlas-TSS-709,basu168,953233,-,Unknown,22,Nicolas et al.,
BSGatlas-TSS-710,basu168,954198,-,W,22,Nicolas et al.,
BSGatlas-TSS-711,basu168,954257,+,F,22,Nicolas et al.,
BSGatlas-TSS-712,basu168,954817,-,E,22,Nicolas et al.,
BSGatlas-TSS-713,basu168,954860,+,A,22,Nicolas et al.,
BSGatlas-TSS-714,basu168,955629,-,A,22,Nicolas et al.,
BSGatlas-TSS-715,basu168,955662,+,A,22,Nicolas et al.,
BSGatlas-TSS-716,basu168,959105,-,K,22,Nicolas et al.,
BSGatlas-TSS-717,basu168,959227,+,A,22,Nicolas et al.,
BSGatlas-TSS-718,basu168,960987,+,A,22,Nicolas et al.,
BSGatlas-TSS-719,basu168,961023,-,A,22,Nicolas et al.,
BSGatlas-TSS-720,basu168,961107,-,A,22,Nicolas et al.,
BSGatlas-TSS-721,basu168,961271,+,A,0,DBTBS,"11251850,17962296"
BSGatlas-TSS-722,basu168,965190,+,A,22,Nicolas et al.,
BSGatlas-TSS-723,basu168,965875,+,A,0,BsubCyc,17163968
BSGatlas-TSS-724,basu168,966024,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-725,basu168,966914,-,A,22,Nicolas et al.,
BSGatlas-TSS-726,basu168,967014,+,A,22,Nicolas et al.,
BSGatlas-TSS-727,basu168,967897,-,A,22,Nicolas et al.,
BSGatlas-TSS-728,basu168,969126,+,E,22,Nicolas et al.,
BSGatlas-TSS-729,basu168,970099,+,A,22,Nicolas et al.,
BSGatlas-TSS-730,basu168,970710,+,A,22,Nicolas et al.,
BSGatlas-TSS-731,basu168,973008,-,A,22,Nicolas et al.,
BSGatlas-TSS-732,basu168,973108,+,E,0,DBTBS,"12662922,17962296"
BSGatlas-TSS-733,basu168,973658,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-734,basu168,975144,+,E,0,DBTBS,"12662922,14523133,17962296"
BSGatlas-TSS-735,basu168,975451,+,A,22,Nicolas et al.,
BSGatlas-TSS-736,basu168,976518,+,A,22,Nicolas et al.,
BSGatlas-TSS-737,basu168,976892,+,B,22,Nicolas et al.,
BSGatlas-TSS-738,basu168,977068,+,F,22,Nicolas et al.,
BSGatlas-TSS-739,basu168,980434,+,A,22,Nicolas et al.,
BSGatlas-TSS-740,basu168,980800,-,E,22,Nicolas et al.,
BSGatlas-TSS-741,basu168,984570,+,Unknown,22,Nicolas et al.,
BSGatlas-TSS-742,basu168,984584,-,A,0,DBTBS,"1400185,17962296"
BSGatlas-TSS-743,basu168,984789,+,A,22,Nicolas et al.,
BSGatlas-TSS-744,basu168,986844,-,A,22,Nicolas et al.,
